"year","DOY","Date","Rain","Tair","RH","RAD","Pressure","WindSpeed","CO2","DegreeDays","PAR","FDiff","VPD","Tmax","Tmin"
NA,6,"1981-01-06",0,18.939,94.37,19.396,895.979,0.743,339.728,8.939,9.31,0.274,1.267,21.71,17.06
NA,7,"1981-01-07",0,19.372,92.517,20.74,894.818,0.889,339.728,9.372,9.955,0.245,1.814,22.84,16.31
NA,8,"1981-01-08",0,18.893,88.773,21.86,896.269,0.834,339.728,8.893,10.493,0.232,2.777,23.82,14.36
NA,9,"1981-01-09",3.97,18.048,92.094,8.854,897.015,0.435,339.728,8.048,4.25,0.432,1.804,22.99,15.14
NA,10,"1981-01-10",0.57,19.516,79.141,12.492,896.727,0.789,339.728,9.516,5.996,0.382,5.357,24.5,16
NA,11,"1981-01-11",0,18.749,86.452,19.955,896.128,0.796,339.728,8.749,9.578,0.263,3.271,24.72,15.33
NA,12,"1981-01-12",0,18.834,81.284,21.515,896.3,0.784,339.728,8.834,10.327,0.237,4.946,25.43,13.99
NA,13,"1981-01-13",0,17.869,88.564,18.673,896.762,0.797,339.728,7.869,8.963,0.296,2.593,22.58,13.38
NA,14,"1981-01-14",0,19.495,79.498,21.496,895.991,0.706,339.728,9.495,10.318,0.243,5.463,26.01,14.81
NA,15,"1981-01-15",9.06,18.578,80.93,17.879,896.096,0.734,339.728,8.578,8.582,0.3,4.597,24.13,13.53
NA,16,"1981-01-16",0,18.476,82.442,10.612,897.667,0.514,339.728,8.476,5.094,0.428,4.51,24.53,13.2
NA,17,"1981-01-17",5.68,18.507,80.388,10.071,898.686,0.552,339.728,8.507,4.834,0.432,5.275,25.9,12.92
NA,18,"1981-01-18",7.94,19.341,78.794,7.503,898.196,0.446,339.728,9.341,3.601,0.469,5.543,25.28,14.55
NA,19,"1981-01-19",1.71,19.506,78.414,11.889,897.458,0.594,339.728,9.506,5.707,0.397,6.152,27.04,13.31
NA,20,"1981-01-20",0,17.866,89.201,20.576,897.2,0.73,339.728,7.866,9.876,0.262,2.452,23.14,13.79
NA,21,"1981-01-21",0.57,19.056,81.906,19,898.229,0.856,339.728,9.056,9.12,0.28,4.499,24.75,14.42
NA,22,"1981-01-22",5.67,19.264,80.462,18.876,899.91,0.718,339.728,9.264,9.06,0.286,4.951,24.94,16.07
NA,23,"1981-01-23",5.66,19.255,76.208,18.612,899.595,0.689,339.728,9.255,8.934,0.292,6.201,25.7,14.05
NA,24,"1981-01-24",11.36,19.077,82.699,7.734,898.561,0.346,339.728,9.077,3.712,0.462,4.461,24.88,14.53
NA,25,"1981-01-25",2.28,18.024,78.743,13.272,898.477,0.595,339.728,8.024,6.371,0.378,5.402,25.19,13.14
NA,26,"1981-01-26",0,17.703,83.413,20.078,898.73,0.767,339.728,7.703,9.638,0.279,3.964,24.22,12.37
NA,27,"1981-01-27",0,18.096,87.681,22.486,899.22,0.847,339.728,8.096,10.793,0.239,2.795,22.95,15.25
NA,28,"1981-01-28",4.56,17.844,86.212,9.452,898.233,0.562,339.728,7.844,4.537,0.427,3.066,23.32,15.37
NA,29,"1981-01-29",0.57,17.337,89.625,16.232,896.768,0.664,339.728,7.337,7.791,0.346,2.145,20.49,14.77
NA,30,"1981-01-30",9.64,18.402,84.378,18.363,897.518,0.763,339.728,8.402,8.814,0.314,3.62,22.66,15.2
NA,31,"1981-01-31",10.17,18.266,80.692,10.348,898.455,0.679,339.728,8.266,4.967,0.437,5.03,25.29,13.02
NA,32,"1981-02-01",4.15,19.063,81.707,12.004,898.796,0.601,339.728,9.063,5.762,0.408,4.73,24.85,13.81
NA,33,"1981-02-02",0.38,19.046,82.587,16.767,897.724,0.635,339.728,9.046,8.048,0.325,4.609,25.27,14.01
NA,34,"1981-02-03",0,18.645,81.873,20.244,896.706,0.641,339.728,8.645,9.717,0.284,4.779,24.72,12.96
NA,35,"1981-02-04",0,17.976,91.247,23.191,897.005,0.834,339.728,7.976,11.132,0.235,1.879,21.31,16.78
NA,36,"1981-02-05",0,18.042,87.77,15.981,897.501,0.682,339.728,8.042,7.671,0.347,2.908,23.82,14.38
NA,37,"1981-02-06",0,18.742,78.44,23.25,897.082,0.792,339.728,8.742,11.16,0.228,5.467,24.85,14.09
NA,38,"1981-02-07",0.38,19.201,77.731,22.891,897.346,0.896,339.728,9.201,10.988,0.243,6.077,25.87,12.96
NA,39,"1981-02-08",0,17.839,88.684,18.007,898.014,0.763,339.728,7.839,8.643,0.314,2.566,22.49,13.83
NA,40,"1981-02-09",0,19.451,86.386,23.256,898.356,0.899,339.728,9.451,11.163,0.229,3.502,24.3,16.52
NA,41,"1981-02-10",0,19.45,86.342,18.505,897.989,0.885,339.728,9.45,8.882,0.311,3.595,25.8,16.93
NA,42,"1981-02-11",2.64,17.529,90.244,12.406,897.536,0.609,339.728,7.529,5.955,0.404,2.183,22.84,13.53
NA,43,"1981-02-12",0.38,16.259,85.443,17.669,896.446,0.692,339.728,6.259,8.481,0.321,3.052,22.49,10.89
NA,44,"1981-02-13",11.31,17.4,83.054,8.118,896.716,0.356,339.728,7.4,3.897,0.46,3.92,22.77,13.22
NA,45,"1981-02-14",2.27,18.206,80.577,22.164,896.224,0.821,339.728,8.206,10.639,0.244,5.086,26.41,13.13
NA,46,"1981-02-15",2.27,18.337,79.761,17.932,896.698,0.799,339.728,8.337,8.607,0.326,5.411,26.05,12.69
NA,47,"1981-02-16",0,17.918,80.722,21.551,897.985,1.053,339.728,7.918,10.344,0.27,4.771,24.48,12.17
NA,48,"1981-02-17",0.76,18.205,79.189,9.773,897.164,0.762,339.728,8.205,4.691,0.428,5.626,25.63,12.74
NA,49,"1981-02-18",1.51,18.237,80.528,19.33,896.841,0.833,339.728,8.237,9.278,0.299,5.095,25.94,12.65
NA,50,"1981-02-19",4.91,17.854,81.023,13.87,895.979,0.641,339.728,7.854,6.657,0.387,4.769,25.18,13
NA,51,"1981-02-20",1.13,18.015,77.822,12.756,895.936,0.601,339.728,8.015,6.123,0.396,5.826,25.12,12.76
NA,52,"1981-02-21",0,17.808,73.683,19.542,896.661,0.778,339.728,7.808,9.38,0.302,6.925,26.43,10.66
NA,53,"1981-02-22",0.38,17.293,83.62,15.927,896.093,0.599,339.728,7.293,7.645,0.37,3.784,23.8,11.86
NA,54,"1981-02-23",1.88,18.504,86.225,11.681,895.733,0.547,339.728,8.504,5.607,0.432,3.429,24.21,13.24
NA,55,"1981-02-24",0.76,17.904,92.698,10.511,894.189,0.527,339.728,7.904,5.045,0.448,1.558,22.07,16
NA,56,"1981-02-25",1.51,18.835,79.993,20.557,894.998,0.86,339.728,8.835,9.867,0.291,5.403,25.43,12.96
NA,57,"1981-02-26",0.38,19.031,80.904,15.194,896.116,0.689,339.728,9.031,7.293,0.35,5.076,25.14,14.72
NA,58,"1981-02-27",0,18.71,82.301,18.307,895.752,0.704,339.728,8.71,8.787,0.336,4.458,23.88,15.63
NA,59,"1981-02-28",12.14,16.706,81.541,13.179,900.081,0.798,339.728,6.706,6.326,0.394,3.894,22.69,13.71
NA,60,"1981-03-01",6.57,16.463,75.789,17.944,899.182,0.96,339.728,6.463,8.613,0.331,4.781,22.64,11.63
NA,61,"1981-03-02",0,18.681,67.446,24.74,897.924,1.105,339.728,8.681,11.875,0.224,7.424,25.67,12.16
NA,62,"1981-03-03",0,20.268,77.814,23.349,896.811,0.95,339.728,10.268,11.208,0.251,5.966,27.62,14.25
NA,63,"1981-03-04",3.84,19.927,86.801,9.899,898.431,0.889,339.728,9.927,4.751,0.429,3.14,24.36,15.96
NA,64,"1981-03-05",70.5,18.215,92.024,4.373,899.656,1.321,339.728,8.215,2.099,0.471,1.759,22.55,13.22
NA,65,"1981-03-06",119.73,18.115,81.171,5.625,899.901,0.926,339.728,8.115,2.7,0.472,4.886,24.65,11.46
NA,66,"1981-03-07",66.71,18.597,89.235,17.526,898.77,1.361,339.728,8.597,8.412,0.338,2.897,25.84,13.92
NA,67,"1981-03-08",13.14,17.637,91.896,16.353,898.559,1.111,339.728,7.638,7.849,0.361,1.654,22.53,14.31
NA,68,"1981-03-09",0.94,17.495,77.669,18.459,898.968,0.936,339.728,7.495,8.86,0.333,5.044,22.83,12.6
NA,69,"1981-03-10",1.8,18.284,84.645,16.353,899.663,1.148,339.728,8.284,7.85,0.356,3.466,23.79,13.6
NA,70,"1981-03-11",2.58,18.245,86.888,14.365,899.802,1.203,339.728,8.245,6.895,0.378,3.135,24.43,13.57
NA,71,"1981-03-12",1.04,18.859,84.953,21.267,899.211,1.298,339.728,8.859,10.208,0.285,3.787,24.68,11.46
NA,72,"1981-03-13",2.14,17.7,76.744,8.939,899.368,0.751,339.728,7.7,4.291,0.47,5.326,26.73,15
NA,73,"1981-03-14",15.69,18.186,81.241,7.233,899.237,0.762,339.728,8.186,3.472,0.479,4.862,30.18,15.07
NA,74,"1981-03-15",23.16,17.97,90.204,15.533,899.736,0.866,339.728,7.97,7.456,0.359,2.225,24.93,14.26
NA,75,"1981-03-16",17.9,17.202,96.262,6.868,900.045,0.609,339.728,7.202,3.297,0.474,0.742,20.38,14.75
NA,76,"1981-03-17",17.47,16.38,96.977,6.126,900.946,0.447,339.728,6.38,2.941,0.469,0.583,20.19,14.93
NA,77,"1981-03-18",12.99,15.626,85.712,6.156,900.568,0.639,339.728,5.626,2.955,0.479,2.557,17.81,14.1
NA,78,"1981-03-19",3.7,17.981,86.444,25.905,899.245,1.186,339.728,7.981,12.434,0.21,3.399,23.69,11.87
NA,79,"1981-03-20",0.08,18.796,85.842,19.536,897.541,0.971,339.728,8.796,9.377,0.315,3.65,25.84,14.49
NA,80,"1981-03-21",0,18.598,84.462,17.667,898.143,0.938,339.728,8.598,8.48,0.341,3.906,24.03,14.68
NA,81,"1981-03-22",0,16.751,84.003,8.413,898.729,0.684,339.728,6.751,4.038,0.471,3.193,20.96,14.37
NA,82,"1981-03-23",0.19,18.365,79.787,20.171,898.605,1.183,339.728,8.365,9.682,0.342,4.735,23.17,14.52
NA,83,"1981-03-24",0.19,18.098,89.498,13.438,898.933,0.808,339.728,8.098,6.45,0.455,2.377,23.11,14.54
NA,84,"1981-03-25",0,18.413,95.441,21.457,899.017,0.953,339.728,8.413,10.3,0.326,1.099,25.5,13.77
NA,85,"1981-03-26",0,18.83,89.22,22.055,899.213,1.066,339.728,8.83,10.586,0.313,2.844,24.91,14.33
NA,86,"1981-03-27",1.28,18.418,94.453,23.885,899.548,1.072,339.728,8.418,11.465,0.295,1.361,25.17,12.66
NA,87,"1981-03-28",14.79,17.039,95.191,5.814,898.5,0.535,339.728,7.039,2.791,0.517,0.929,18.72,15.53
NA,88,"1981-03-29",12.65,18.658,96.28,22.248,897.999,0.984,339.728,8.658,10.679,0.319,0.855,25.36,13.21
NA,89,"1981-03-30",0.19,20.011,81.764,17.43,898.263,0.851,339.728,10.011,8.366,0.407,4.852,25.26,16.38
NA,90,"1981-03-31",1.6,20.473,90.219,13.17,899.197,0.365,339.728,10.473,6.321,0.448,2.741,25.18,16.79
NA,91,"1981-04-01",4.36,19.549,95.189,14.979,897.573,0.445,339.728,9.549,7.19,0.417,1.19,24.1,18.49
NA,92,"1981-04-02",4.18,18.364,93.308,10.605,897.286,0.363,339.728,8.364,5.091,0.464,1.466,21.63,14.13
NA,93,"1981-04-03",0,18.524,83.427,21.805,898.226,0.538,339.728,8.524,10.466,0.309,4.194,24.14,11.19
NA,94,"1981-04-04",0.09,19.763,86.117,24.476,899.21,0.749,339.728,9.763,11.749,0.265,3.681,24.91,17.41
NA,95,"1981-04-05",0,20.126,84.158,22.934,898.705,0.737,339.728,10.126,11.008,0.298,4.351,25.6,15.38
NA,96,"1981-04-06",0,20.52,79.417,20.553,897.841,0.628,339.728,10.52,9.865,0.36,5.758,26.45,15.47
NA,97,"1981-04-07",0.92,19.484,80.017,17.816,897.549,0.591,339.728,9.484,8.552,0.386,5.267,24.96,13.56
NA,98,"1981-04-08",6.38,19.527,79.933,13.664,899.391,0.378,339.728,9.527,6.559,0.455,5.471,25.31,13.12
NA,99,"1981-04-09",7.74,19.571,81.585,13.818,900.519,0.42,339.728,9.571,6.633,0.45,4.97,25.27,16.42
NA,100,"1981-04-10",61.02,17.751,93.772,8.145,899.371,0.324,339.728,7.751,3.91,0.507,1.32,21.82,14.52
NA,101,"1981-04-11",7.37,19.229,88.673,12.769,898.386,0.392,339.728,9.229,6.129,0.458,2.826,23.09,16.53
NA,102,"1981-04-12",1.94,19.731,90.959,11.321,898.199,0.34,339.728,9.731,5.434,0.486,2.34,24.65,17.54
NA,103,"1981-04-13",2.36,19.121,91.12,15.755,898.986,0.422,339.728,9.121,7.562,0.419,2.202,23,14.99
NA,104,"1981-04-14",2.12,19.156,83.847,14.797,899.014,0.443,339.728,9.156,7.102,0.448,4.367,24.94,14.71
NA,105,"1981-04-15",3.51,19.217,80.809,18.887,898.23,0.637,339.728,9.217,9.066,0.367,5.158,26.21,13.1
NA,106,"1981-04-16",1.31,20.812,79.52,12.157,897.862,0.343,339.728,10.812,5.835,0.439,5.253,26.1,18.27
NA,107,"1981-04-17",0.06,23.088,73.581,22.485,898.554,0.652,339.728,13.088,10.793,0.315,8.14,29.66,17.7
NA,108,"1981-04-18",0,23.363,76.178,21.888,899.479,0.642,339.728,13.363,10.506,0.322,7.313,28.94,18.92
NA,109,"1981-04-19",0,22.297,81.268,19.167,899.268,0.634,339.728,12.297,9.2,0.354,5.442,27.87,17.65
NA,110,"1981-04-20",0.06,22.69,77.878,19.186,898.186,0.523,339.728,12.69,9.209,0.371,6.598,28.04,17.43
NA,111,"1981-04-21",0.56,22.683,80.278,25.432,897.477,0.734,339.728,12.683,12.207,0.252,6.105,29.19,17.24
NA,112,"1981-04-22",4.7,21.58,87.094,10.974,897.806,0.424,339.728,11.58,5.268,0.491,3.437,25.84,17.02
NA,113,"1981-04-23",0.18,23.016,84.968,21.496,897.93,0.548,339.728,13.016,10.318,0.328,4.662,29.59,17.6
NA,114,"1981-04-24",0.88,21.781,89.625,8.934,897.629,0.227,339.728,11.781,4.288,0.473,2.73,26.4,19.62
NA,115,"1981-04-25",0.12,24.025,84.181,19.365,897.324,0.429,339.728,14.025,9.295,0.36,5.148,29.89,20.27
NA,116,"1981-04-26",0,23.866,85.241,13.974,898.274,0.322,339.728,13.866,6.708,0.444,4.585,29.34,20.56
NA,117,"1981-04-27",0,22.95,86.705,15.83,899.465,0.427,339.728,12.95,7.598,0.426,3.936,27.37,20.3
NA,118,"1981-04-28",39.07,21.858,86.492,12.786,899.303,0.341,339.728,11.858,6.137,0.441,3.854,27.93,18.64
NA,119,"1981-04-29",9.89,21.599,85.659,19.821,898.384,0.496,339.728,11.599,9.514,0.363,4.15,28.03,18.23
NA,120,"1981-04-30",0,20.156,83.411,16.771,895.411,0.472,339.728,10.156,8.05,0.408,4.403,25.85,16.46
NA,121,"1981-05-01",0,18.8,85.2,12.02,895.452,0.385,339.728,8.8,5.77,0.463,3.543,25.73,14.92
NA,122,"1981-05-02",0,19.44,77.881,23.642,897.194,0.647,339.728,9.44,11.348,0.291,6.068,26.29,14.11
NA,123,"1981-05-03",0,20.17,74.151,23.672,897.882,0.683,339.728,10.17,11.362,0.286,7.447,27.67,13.39
NA,124,"1981-05-04",1.1,17.891,88.699,5.457,896.798,0.293,339.728,7.891,2.62,0.52,2.377,21.07,14.96
NA,125,"1981-05-05",1.08,20.177,78.209,24.53,896.205,0.688,339.728,10.177,11.774,0.279,6.174,26.25,14.08
NA,126,"1981-05-06",8.72,19.935,83.017,14.488,897.092,0.465,339.728,9.935,6.954,0.425,4.426,24.75,16.27
NA,127,"1981-05-07",22.85,20.274,82.229,19.333,897.809,0.562,339.728,10.274,9.28,0.356,4.914,26.54,15.66
NA,128,"1981-05-08",2.18,20.418,81.83,21.923,897.4,0.605,339.728,10.418,10.523,0.326,4.969,25.88,15.53
NA,129,"1981-05-09",43.54,20.181,83.465,13.259,896.517,0.437,339.728,10.181,6.364,0.432,4.447,26.28,16.8
NA,130,"1981-05-10",6.52,19.935,81.834,20.562,895.682,0.722,339.728,9.935,9.87,0.345,4.823,25.34,16.38
NA,131,"1981-05-11",2.18,19.667,81.411,20.944,895.065,0.515,339.728,9.667,10.053,0.338,5.039,26.13,15.1
NA,132,"1981-05-12",0,19.161,83.564,12.149,894.332,0.372,339.728,9.161,5.831,0.471,3.868,23.47,15.99
NA,133,"1981-05-13",3.26,18.82,86.128,11.165,895.573,0.334,339.728,8.82,5.359,0.483,3.199,23.39,15.44
NA,134,"1981-05-14",9.79,19.994,82.081,14.964,896.58,0.583,339.728,9.994,7.183,0.439,4.677,25.74,15.79
NA,135,"1981-05-15",5.45,19.683,87.133,10.929,896.532,0.525,339.728,9.683,5.246,0.433,3.121,23.06,17.9
NA,136,"1981-05-16",0,19.765,79.921,22.762,896.065,0.781,339.728,9.765,10.926,0.291,5.365,25.54,14.87
NA,137,"1981-05-17",0,19.698,79.117,23.552,895.973,0.745,339.728,9.698,11.305,0.292,5.704,26.52,14.09
NA,138,"1981-05-18",0,19.546,80.982,21.296,896.55,0.698,339.728,9.546,10.222,0.323,4.873,25.32,15.33
NA,139,"1981-05-19",0,19.917,77.273,25.288,897.117,0.822,339.728,9.917,12.138,0.246,6.257,26.49,14.18
NA,140,"1981-05-20",0,19.974,75.916,21.763,896.832,0.74,339.728,9.974,10.446,0.321,6.611,26.42,14.97
NA,141,"1981-05-21",2.18,20.851,77.669,19.973,896.296,0.704,339.728,10.851,9.587,0.341,6.523,28.18,15.71
NA,142,"1981-05-22",0,19.256,85.406,10.963,896.75,0.395,339.728,9.256,5.262,0.48,3.544,25.04,16.01
NA,143,"1981-05-23",0,19.284,83.321,11.12,896.392,0.436,339.728,9.284,5.337,0.476,4.052,24.96,15.28
NA,144,"1981-05-24",7.62,19.406,81.955,11.904,896.169,0.445,339.728,9.406,5.714,0.456,4.5,24.38,14.87
NA,145,"1981-05-25",6.54,19.094,87.969,9.098,897.219,0.355,339.728,9.094,4.367,0.504,2.775,22.46,16.7
NA,146,"1981-05-26",3.28,20.208,82.829,20.878,896.965,0.548,339.728,10.208,10.021,0.328,4.618,25.65,17.24
NA,147,"1981-05-27",0,19.885,82.312,19.016,896.592,0.569,339.728,9.885,9.128,0.368,4.732,26.67,15.55
NA,148,"1981-05-28",0,19.866,79.448,17.585,895.932,0.459,339.728,9.866,8.441,0.391,5.604,26.43,14.39
NA,149,"1981-05-29",7.62,20.403,81.079,21.74,895.086,0.52,339.728,10.403,10.435,0.318,5.566,27.71,15.49
NA,150,"1981-05-30",57.68,20.335,83.636,18.793,894.834,0.531,339.728,10.335,9.021,0.36,4.753,27.61,15.37
NA,151,"1981-05-31",2.56,20.638,86.806,16.887,898.333,0.842,339.728,10.638,8.106,0.402,3.507,25.48,17.11
NA,152,"1981-06-01",11.88,20.277,91.764,13.441,897.87,0.763,339.728,10.277,6.452,0.449,2.195,26.2,18.24
NA,153,"1981-06-02",0.19,20.012,88.641,17.361,897.291,0.804,339.728,10.012,8.333,0.391,2.889,25.02,15.83
NA,154,"1981-06-03",3.37,20.905,88.189,16.617,897.39,0.844,339.728,10.905,7.976,0.387,3.234,26.69,17.29
NA,155,"1981-06-04",59.35,20.642,86.552,14.785,898.371,1.028,339.728,10.642,7.097,0.42,3.529,26.83,16.78
NA,156,"1981-06-05",30.64,20.781,80.823,17.874,898.474,0.844,339.728,10.781,8.58,0.382,5.08,26.1,17.19
NA,157,"1981-06-06",0,20.884,88.923,20.161,898.067,0.817,339.728,10.884,9.677,0.343,3.065,25.74,16.48
NA,158,"1981-06-07",4.02,22.121,91.256,18.517,897.431,0.78,339.728,12.121,8.888,0.376,2.657,26.86,19.47
NA,159,"1981-06-08",5.1,22.176,90.851,18.459,898.364,0.777,339.728,12.176,8.861,0.374,2.748,26.57,19.58
NA,160,"1981-06-09",0.25,21.469,89.029,11.194,898.986,0.601,339.728,11.469,5.373,0.479,3.039,25.9,18.42
NA,161,"1981-06-10",0.63,20.296,85.934,12.528,898.276,0.857,339.728,10.296,6.014,0.443,3.517,25.56,17.72
NA,162,"1981-06-11",0.32,20.444,88.767,11.094,898.506,0.739,339.728,10.444,5.325,0.462,2.817,25.51,17.11
NA,163,"1981-06-12",71.91,19.529,90.636,7.193,899.489,0.615,339.728,9.529,3.453,0.509,2.215,23.2,16.85
NA,164,"1981-06-13",1.26,20.455,83.623,14.566,899.171,0.732,339.728,10.455,6.992,0.431,4.251,27.12,16.87
NA,165,"1981-06-14",0.19,21.588,84.824,16.843,899.128,0.849,339.728,11.588,8.085,0.386,4.326,27.31,16.97
NA,166,"1981-06-15",0.07,22.137,86.128,21.648,898.636,0.876,339.728,12.137,10.391,0.318,4.044,27.07,17.05
NA,167,"1981-06-16",0.25,21.316,88.034,16.856,897.955,0.821,339.728,11.316,8.091,0.386,3.245,26.79,17.79
NA,168,"1981-06-17",7.77,20.63,85.467,14.985,897.275,0.758,339.728,10.63,7.193,0.436,3.891,26.55,16.91
NA,169,"1981-06-18",42.96,20.193,87.062,19.178,897.361,0.926,339.728,10.193,9.205,0.358,3.421,26.62,15.92
NA,170,"1981-06-19",5.36,20.184,86.786,17.779,897.806,0.795,339.728,10.184,8.534,0.379,3.4,26.37,15.87
NA,171,"1981-06-20",2.05,20.003,87.496,15.489,898.151,0.896,339.728,10.002,7.434,0.425,3.108,25.29,16.63
NA,172,"1981-06-21",2.89,20.552,84.163,16.544,898.253,0.87,339.728,10.552,7.941,0.391,4.12,26.07,15.79
NA,173,"1981-06-22",2.25,20.824,85.378,21.898,898.405,0.92,339.728,10.824,10.511,0.322,3.954,27.25,16.53
NA,174,"1981-06-23",43.63,20.638,86.187,19.706,898.507,0.948,339.728,10.638,9.459,0.347,3.856,27.67,16.44
NA,175,"1981-06-24",1.77,20.575,85.396,17.839,898.235,0.818,339.728,10.575,8.563,0.362,3.824,26.39,16.59
NA,176,"1981-06-25",1.12,20.913,87.921,15.382,898.473,0.76,339.728,10.912,7.384,0.422,3.195,25.47,16.57
NA,177,"1981-06-26",0.06,22.316,84.286,23.786,898.576,0.944,339.728,12.316,11.417,0.287,4.736,27.62,17.75
NA,178,"1981-06-27",7.26,21.031,82.428,18.365,898.546,0.78,339.728,11.031,8.815,0.36,5.087,28.21,17.28
NA,179,"1981-06-28",52.23,21.003,82.398,16.689,897.561,0.883,339.728,11.003,8.011,0.404,4.685,26.06,17.92
NA,180,"1981-06-29",0,21.444,82.573,20.813,897.235,0.846,339.728,11.444,9.99,0.335,4.858,27.08,15.99
NA,181,"1981-06-30",6.13,19.33,87.181,21.046,896.466,0.636,339.728,9.33,10.102,0.336,3.549,25.6,14.97
NA,182,"1981-07-01",2.1,20.338,85.144,19.651,896.776,0.671,339.728,10.338,9.433,0.349,4.086,26.13,15.62
NA,183,"1981-07-02",0.18,21.446,80.48,20.288,896.391,0.662,339.728,11.446,9.738,0.344,5.766,27.96,16.16
NA,184,"1981-07-03",2.17,19.617,86.182,9.522,896.225,0.36,339.728,9.617,4.57,0.464,3.393,23.5,16.64
NA,185,"1981-07-04",4.17,20.295,89.29,10.144,895.189,0.401,339.728,10.295,4.869,0.475,2.717,23.84,17.21
NA,186,"1981-07-05",14.88,17.63,95.062,4.096,894.998,0.263,339.728,7.63,1.966,0.521,1,19.77,15.42
NA,187,"1981-07-06",6.22,18.884,87.747,13.037,895.099,0.412,339.728,8.884,6.258,0.457,2.867,24.16,14.94
NA,188,"1981-07-07",16.31,19.846,91.44,14.896,895.353,0.426,339.728,9.846,7.15,0.401,2.549,27.33,16.77
NA,189,"1981-07-08",10.06,20.27,89.694,10.559,895.285,0.446,339.728,10.27,5.068,0.472,2.688,25.97,16.72
NA,190,"1981-07-09",6.33,19.482,89.172,8.022,895.461,0.424,339.728,9.482,3.85,0.486,2.549,22.52,16.64
NA,191,"1981-07-10",2.29,20.459,87.274,16.246,895.334,0.489,339.728,10.459,7.798,0.405,3.391,26.71,16.83
NA,192,"1981-07-11",1.16,20.168,88.859,12.131,895.915,0.375,339.728,10.168,5.823,0.453,2.953,25.54,16.15
NA,193,"1981-07-12",0.41,20.89,85.133,13.212,896.023,0.304,339.728,10.89,6.342,0.414,4.271,28.14,15.61
NA,194,"1981-07-13",0.13,20.307,84.247,16.678,896.693,0.643,339.728,10.307,8.006,0.389,4.179,26.46,16.61
NA,195,"1981-07-14",0.84,19.088,89.224,23.792,897.452,0.907,339.728,9.088,11.42,0.284,2.585,22.59,16.37
NA,196,"1981-07-15",4.44,19.763,90.288,10.149,897.249,0.349,339.728,9.763,4.872,0.474,2.408,22.61,17.03
NA,197,"1981-07-16",1.69,18.14,95.645,14.756,896.558,0.608,339.728,8.14,7.083,0.4,0.928,20.34,16.02
NA,198,"1981-07-17",0,18.912,90.506,22.066,896.067,0.748,339.728,8.912,10.592,0.315,2.338,23.4,15.48
NA,199,"1981-07-18",0,19.698,91.273,15.506,895.897,0.601,339.728,9.698,7.443,0.427,2.429,26.36,17.4
NA,200,"1981-07-19",11.41,19.657,92.308,9.297,896.599,0.38,339.728,9.657,4.463,0.503,1.952,24.25,16.41
NA,201,"1981-07-20",11.98,18.985,93.194,12.798,895.967,0.465,339.728,8.985,6.143,0.456,1.57,21.96,16.65
NA,202,"1981-07-21",4.17,19.729,89.653,15.472,895.261,0.474,339.728,9.729,7.426,0.415,2.768,25.91,16.45
NA,203,"1981-07-22",0.46,19.582,90.478,11.801,896.403,0.408,339.728,9.582,5.664,0.472,2.448,24.36,15.98
NA,204,"1981-07-23",15.79,20.021,87.179,14.422,897.457,0.438,339.728,10.021,6.923,0.411,3.476,24.72,16.47
NA,205,"1981-07-24",31.63,20.279,85.519,3.877,897.23,0.286,339.728,10.279,1.861,0.516,3.853,24.89,16.67
NA,206,"1981-07-25",12.31,20.223,83.878,12.932,896.641,0.488,339.728,10.223,6.207,0.434,4.507,26.36,15.65
NA,207,"1981-07-26",2.66,19.75,92.101,13.07,895.974,0.561,339.728,9.75,6.273,0.423,1.99,23.51,17.34
NA,208,"1981-07-27",28.23,19.994,87.535,10.206,896.019,0.593,339.728,9.994,4.899,0.487,3.372,25.51,16.08
NA,209,"1981-07-28",132.27,20.305,84.443,2.109,896.082,0.649,339.728,10.305,1.012,0.521,4.529,27.12,15.41
NA,210,"1981-07-29",59.57,20.085,83.83,4.892,896.883,0.282,339.728,10.085,2.348,0.52,4.435,25.27,15.98
NA,211,"1981-07-30",4.06,19.089,92.735,9.257,897.891,0.352,339.728,9.089,4.443,0.512,1.695,22.31,16.65
NA,212,"1981-07-31",11,19.62,87.177,9.144,896.059,0.221,339.728,9.62,4.389,0.491,3.171,24.19,17.47
NA,213,"1981-08-01",10,18.435,90.2,5.035,896.23,0.158,339.728,8.435,2.417,0.518,2.154,21.63,16.46
NA,214,"1981-08-02",3,18.579,88.355,8.969,896.665,0.282,339.728,8.579,4.305,0.492,2.666,23.62,15.77
NA,215,"1981-08-03",12,19.431,82.878,20.627,897.519,0.528,339.728,9.431,9.901,0.337,4.831,26.26,14.56
NA,216,"1981-08-04",0,19.294,81.344,18.043,898.705,0.594,339.728,9.294,8.661,0.374,4.999,26.51,13.91
NA,217,"1981-08-05",8.01,18.61,84.886,12.888,897.865,0.364,339.728,8.61,6.186,0.436,3.818,27.04,13.78
NA,218,"1981-08-06",0,19.67,81.705,19.054,897.092,0.579,339.728,9.67,9.146,0.349,5.025,26.76,14.56
NA,219,"1981-08-07",9,17.716,90.262,3.666,896.805,0.188,339.728,7.716,1.759,0.518,2.065,21.51,15.17
NA,220,"1981-08-08",0,19.851,82.035,18.801,897.144,0.529,339.728,9.851,9.024,0.373,5.031,27.23,14.16
NA,221,"1981-08-09",0,19.96,81.65,15.896,896.638,0.464,339.728,9.96,7.63,0.415,5.07,27.29,15.1
